Class,QSO11,QSO10,QSO13,QSO12,QSO15,QSO14,QSO17,QSO16,QSO19,QSO18,QSO_ex49,QSO_ex48,QSO_ex45,QSO_ex44,QSO_ex47,QSO_ex46,QSO_ex41,QSO50,QSO_ex43,QSO_ex42,QSO48,QSO49,QSO46,QSO47,QSO44,QSO45,QSO42,QSO43,QSO40,QSO41,QSO_ex38,QSO_ex39,QSO_ex30,QSO_ex31,QSO_ex32,QSO_ex33,QSO_ex34,QSO_ex35,QSO_ex36,QSO_ex37,QSO_ex4,QSO_ex5,QSO_ex6,QSO_ex7,QSO_ex1,QSO_ex2,QSO_ex3,QSO_ex8,QSO_ex9,QSO39,QSO38,QSO37,QSO36,QSO35,QSO34,QSO33,QSO32,QSO31,QSO30,QSO_ex29,QSO_ex28,QSO_ex23,QSO_ex22,QSO_ex21,QSO_ex20,QSO_ex27,QSO_ex26,QSO_ex25,QSO_ex40,QSO9,QSO8,QSO1,QSO3,QSO2,QSO5,QSO4,QSO7,QSO6,QSO28,QSO29,QSO20,QSO21,QSO22,QSO23,QSO24,QSO25,QSO26,QSO27,QSO_ex50,QSO_ex24,QSO_ex18,QSO_ex19,QSO_ex16,QSO_ex17,QSO_ex14,QSO_ex15,QSO_ex12,QSO_ex13,QSO_ex10,QSO_ex11
1,0.0150298681128663,0.0298281490561692,0,0.0298281490561692,0,0,0.0150298681128663,0.0150298681128663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206140793378408,0.0255464404449405,0.0405607348730264,0.0355649935931129,0.0181250148219172,0,0,0,0.0150298681128663,0,0,0,0.0448379157419527,0,0,0.0448379157419527,0,0,0,0,0,0,0.0181250148219172,0.0355649935931129,0.0405607348730264,0.0255464404449405,0.0206140793378408,0.0501429115199753,0.054818988202842,0.0933890721799992,0.0785369265702674,0.0764853277717889,0.0150298681128663,0.0608108744657357,0.0701038173733205,0.0700590383866222,0,0,0.0448379157419527,0.0448379157419527,0,0,0,0.0150298681128663,0,0,0.054818988202842,0.0501429115199753,0.0150298681128663,0.0764853277717889,0.0785369265702674,0.0933890721799992,0.0796956279932298,0.0700590383866222,0.0701038173733205,0.0608108744657357,0,0.0796956279932298,0,0,0.0150298681128663,0.0150298681128663,0,0,0.0298281490561692,0,0.0298281490561692,0.0150298681128663
1,0.0119584299164638,0.0237355411486373,0.0119584299164638,0.0237355411486373,0.0119584299164638,0,0,0.0119584299164638,0,0.0119584299164638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490655690525727,0.0387146404509355,0.0329390794589582,0.0179550701476594,0.00633691517519096,0,0,0,0,0,0.0119584299164638,0,0,0.0119584299164638,0,0.0476229488497238,0,0,0,0,0,0,0.00633691517519096,0.0179550701476594,0.0329390794589582,0.0387146404509355,0.0490655690525727,0.0565236879842035,0.071118731612884,0.0438827990394099,0.0957022077604225,0.0899333559625979,0,0.0696082475566177,0.0634247479232277,0.100016485718781,0,0,0.0476229488497238,0,0,0.0119584299164638,0,0,0,0.0119584299164638,0.071118731612884,0.0565236879842035,0,0.0899333559625979,0.0957022077604225,0.0438827990394099,0.0847253916386839,0.100016485718781,0.0634247479232277,0.0696082475566177,0,0.0847253916386839,0.0119584299164638,0,0.0119584299164638,0,0,0.0119584299164638,0.0237355411486373,0.0119584299164638,0.0237355411486373,0.0119584299164638
1,0.0263079281772287,0.0132612225449954,0.0132612225449954,0.0263079281772287,0.0132612225449954,0,0.0132612225449954,0.0132612225449954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031502572612453,0.0113455131617187,0.0181859947149347,0.0123563710858585,0.0113245158598531,0.0148819012175525,0,0,0.0132612225449954,0,0,0.0132612225449954,0.0132612225449954,0,0.0132612225449954,0.0263079281772287,0,0,0,0,0,0.0148819012175525,0.0113245158598531,0.0123563710858585,0.0181859947149347,0.0113455131617187,0.031502572612453,0.0397440537104648,0.0339000049597019,0.0661084415301954,0.102680833045545,0.0967622987646433,0.0132612225449954,0.0862203890937608,0.082834756589833,0.0878499503710051,0,0,0.0263079281772287,0.0132612225449954,0.0132612225449954,0,0,0.0132612225449954,0.0132612225449954,0,0.0339000049597019,0.0397440537104648,0.0132612225449954,0.0967622987646433,0.102680833045545,0.0661084415301954,0.0920883561868651,0.0878499503710051,0.082834756589833,0.0862203890937608,0,0.0920883561868651,0,0,0.0132612225449954,0.0132612225449954,0,0.0132612225449954,0.0263079281772287,0.0132612225449954,0.0132612225449954,0.0263079281772287
1,0.0162375727147328,0,0.00541294713262629,0.00541294713262629,0.0108255770758804,0,0.00541294713262629,0.0162375727147328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00940772244101164,0.00855279144459319,0.0525445624304887,0.0352134344403135,0.0490675642375168,0.0393217148018923,0.0161725897840585,0.0219624677789721,0.0210638839118206,0.00889876509697543,0.00541294713262629,0,0.0162375727147328,0,0,0.0162375727147328,0.00541294713262629,0,0,0.00855279144459319,0.00940772244101164,0.00889876509697543,0.0210638839118206,0.0219624677789721,0.0161725897840585,0.0393217148018923,0.0490675642375168,0.0352134344403135,0.0525445624304887,0.0760677713850807,0.0460534000458286,0.0482465127427752,0.098006387056374,0.0849527433718399,0.00541294713262629,0.052922508492963,0.0743137448864205,0.0842001655165448,0,0,0,0,0.00541294713262629,0.0162375727147328,0,0.00541294713262629,0,0.0162375727147328,0.0460534000458286,0.0760677713850807,0.00541294713262629,0.0849527433718399,0.098006387056374,0.0482465127427752,0.0634307237847616,0.0842001655165448,0.0743137448864205,0.052922508492963,0,0.0634307237847616,0,0,0.0162375727147328,0.00541294713262629,0,0.0108255770758804,0.00541294713262629,0.00541294713262629,0,0.0162375727147328
1,0,0.00574193689517274,0,0.0114824953132138,0.00574193689517274,0.0114824953132138,0.00574193689517274,0.0114824953132138,0.0114824953132138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116434737867455,0.00997866877545314,0.0437809950054887,0.0455115382059485,0.023490677756704,0.0293086036981254,0.0236166078550018,0.0195764985969378,0.00243399519338389,0.012550340998551,0.0114824953132138,0,0.00574193689517274,0,0,0.00574193689517274,0.00574193689517274,0,0.00574193689517274,0.00997866877545314,0.0116434737867455,0.012550340998551,0.00243399519338389,0.0195764985969378,0.0236166078550018,0.0293086036981254,0.023490677756704,0.0455115382059485,0.0437809950054887,0.0416828340689893,0.0678884150941627,0.0690648724972832,0.102631359959263,0.104403167429847,0.0172232966460656,0.0534270777374429,0.0716709026414422,0.0850351437822447,0,0.00574193689517274,0,0,0.00574193689517274,0.00574193689517274,0,0.0114824953132138,0,0.00574193689517274,0.0678884150941627,0.0416828340689893,0.0172232966460656,0.104403167429847,0.102631359959263,0.0690648724972832,0.0659332086705387,0.0850351437822447,0.0716709026414422,0.0534270777374429,0,0.0659332086705387,0,0.0114824953132138,0.0114824953132138,0.00574193689517274,0.0114824953132138,0.00574193689517274,0.0114824953132138,0,0.00574193689517274,0
1,0.0323377207668049,0,0.0323377207668049,0,0.0323377207668049,0,0,0,0,0.0323377207668049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323377207668049,0,0.0323377207668049,0.0646078792533408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221233895502207,0.028943913345896,0.0962302990724584,0.110471286722427,0.151637450791659,0.0646078792533408,0.0344383756460302,0.0835885011039384,0.0468067724163652,0,0,0,0.0323377207668049,0,0.0646078792533408,0,0,0,0.0323377207668049,0.028943913345896,0.0221233895502207,0.0646078792533408,0.151637450791659,0.110471286722427,0.0962302990724584,0.0997541296451555,0.0468067724163652,0.0835885011039384,0.0344383756460302,0,0.0997541296451555,0.0323377207668049,0,0,0,0,0.0323377207668049,0,0.0323377207668049,0,0.0323377207668049
1,0.00169499837674274,0.00169499837674274,0.000847999796733328,0.00169499837674274,0,0.00254299451828184,0,0.00169499837674274,0.000847999796733328,0,0.0165784809062665,0.0165784809062665,0.0223062992393355,0.0271483273232336,0.0191006766208741,0.0233667458210255,0.0241732898110858,0.0130872527449681,0.0267456199628693,0.0200733032524313,0.0165784809062665,0.0165784809062665,0.0233667458210255,0.0191006766208741,0.0271483273232336,0.0223062992393355,0.0200733032524313,0.0267456199628693,0.0289748873478406,0.0241732898110858,0.0335204367883017,0.0333006823675991,0.0384440437996871,0.0391919151447538,0.0349128044987181,0.0376112498971731,0.0365646915357702,0.0300279699177524,0.0307732804313756,0.0278637855790696,0.00254299451828184,0,0.00254299451828184,0.000847999796733328,0.00254299451828184,0.000847999796733328,0.000847999796733328,0.00508595614659506,0.00254299451828184,0.0333006823675991,0.0335204367883017,0.0278637855790696,0.0307732804313756,0.0300279699177524,0.0365646915357702,0.0376112498971731,0.0349128044987181,0.0391919151447538,0.0384440437996871,0.0388973648696541,0.0363080327325693,0.0530870449240382,0.0440864043710815,0.0466441282893645,0.00508595614659506,0.0418625199763234,0.0375972696942982,0.0431931088944328,0.0289748873478406,0.00254299451828184,0.00508595614659506,0.00254299451828184,0.000847999796733328,0.000847999796733328,0,0.00254299451828184,0.000847999796733328,0.00254299451828184,0.0363080327325693,0.0388973648696541,0.00508595614659506,0.0466441282893645,0.0440864043710815,0.0530870449240382,0.043646252974619,0.0431931088944328,0.0375972696942982,0.0418625199763234,0.0130872527449681,0.043646252974619,0,0.000847999796733328,0.00169499837674274,0,0.00254299451828184,0,0.00169499837674274,0.000847999796733328,0.00169499837674274,0.00169499837674274
1,0.0164015290366155,0.0325504965578981,0,0,0,0.0164015290366155,0,0,0.0489269027405249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232058331238293,0.0446512901313648,0.0249668104415552,0.0197304391127722,0.0155457475034051,0,0,0,0.0164015290366155,0,0.0164015290366155,0.0164015290366155,0.0164015290366155,0,0.0164015290366155,0,0.0164015290366155,0,0,0,0,0,0.0155457475034051,0.0197304391127722,0.0249668104415552,0.0446512901313648,0.0232058331238293,0.0397640221027935,0.0558119405586059,0.0818097504985921,0.07794159329609,0.119562342309507,0.0325504965578981,0.0434047114369641,0.0476319284343675,0.0912623570768863,0,0.0164015290366155,0,0.0164015290366155,0.0164015290366155,0,0,0.0164015290366155,0.0164015290366155,0.0164015290366155,0.0558119405586059,0.0397640221027935,0.0325504965578981,0.119562342309507,0.07794159329609,0.0818097504985921,0.0684199346558669,0.0912623570768863,0.0476319284343675,0.0434047114369641,0,0.0684199346558669,0,0.0489269027405249,0,0,0.0164015290366155,0,0,0,0.0325504965578981,0.0164015290366155
1,0.142472106179494,0,0,0.0477795916098443,0,0,0,0.0477795916098443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477795916098443,0.0477795916098443,0.0477795916098443,0,0,0.0477795916098443,0,0,0,0,0,0,0,0,0,0,0,0,0.0343195162936902,0.1184217245255,0.121775637320985,0.124236824780342,0,0.0402552345138214,0.0402981647586758,0.0225261886910887,0,0,0.0477795916098443,0.0477795916098443,0,0,0,0,0.0477795916098443,0.0477795916098443,0.0343195162936902,0,0,0.124236824780342,0.121775637320985,0.1184217245255,0.0654274001439697,0.0225261886910887,0.0402981647586758,0.0402552345138214,0,0.0654274001439697,0,0,0.0477795916098443,0,0,0,0.0477795916098443,0,0,0.142472106179494
1,0.0306793691775063,0,0,0,0,0.0205730967257771,0.0102876370446305,0,0.0205730967257771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500202200242085,0.0476369170891763,0.0306623851694527,0.0146639487945865,0.0101306534085366,0.00235399565192368,0.0027549930298482,0,0,0.0102876370446305,0.0205730967257771,0,0.0102876370446305,0.0102876370446305,0,0.0205730967257771,0,0,0,0,0.0027549930298482,0.00235399565192368,0.0101306534085366,0.0146639487945865,0.0306623851694527,0.0476369170891763,0.0500202200242085,0.0244071517465476,0.0326833550638097,0.104294365183113,0.11106787568395,0.0736951513881819,0.0205730967257771,0.0578612981246312,0.0707456183823661,0.0916352126294089,0,0,0.0205730967257771,0.0102876370446305,0,0.0102876370446305,0.0102876370446305,0,0,0.0205730967257771,0.0326833550638097,0.0244071517465476,0.0205730967257771,0.0736951513881819,0.11106787568395,0.104294365183113,0.0991689761895936,0.0916352126294089,0.0707456183823661,0.0578612981246312,0,0.0991689761895936,0,0.0205730967257771,0,0.0102876370446305,0.0205730967257771,0,0,0,0,0.0306793691775063
1,0.024169292148091,0.024169292148091,0,0.0485996826811384,0.024169292148091,0,0,0.0485996826811384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472637591674915,0.000290999991785943,0,0,0,0,0,0,0,0,0,0,0.0485996826811384,0.024169292148091,0,0,0,0,0,0,0,0,0,0,0,0.000290999991785943,0.0472637591674915,0.0119984241771498,0.0519990570353266,0.0473794994043154,0.112324006057605,0.155307907192517,0.0485996826811384,0.0708869062602178,0.0280976023748991,0.0805590486186392,0,0,0,0.0485996826811384,0,0.024169292148091,0,0,0,0,0.0519990570353266,0.0119984241771498,0.0485996826811384,0.155307907192517,0.112324006057605,0.0473794994043154,0.100144193645002,0.0805590486186392,0.0280976023748991,0.0708869062602178,0,0.100144193645002,0,0,0.0485996826811384,0,0,0.024169292148091,0.0485996826811384,0,0.024169292148091,0.024169292148091
1,0,0.0169183855295841,0.034064814416639,0.0169183855295841,0.0169183855295841,0,0.034064814416639,0,0.0169183855295841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165844792565936,0.00386098081439228,0.00176299817343496,0.0011439995009356,0,0,0,0,0,0,0.0169183855295841,0,0.034064814416639,0.0169183855295841,0,0.0169183855295841,0,0,0,0,0,0,0,0.0011439995009356,0.00176299817343496,0.00386098081439228,0.0165844792565936,0.044533524772473,0.0453658396486788,0.0979618190961823,0.0945616245335335,0.134607061153689,0.0169183855295841,0.0608826078982386,0.0822199724739541,0.0586037717739866,0,0,0.0169183855295841,0.034064814416639,0,0.0169183855295841,0,0,0,0.0169183855295841,0.0453658396486788,0.044533524772473,0.0169183855295841,0.134607061153689,0.0945616245335335,0.0979618190961823,0.117252192929225,0.0586037717739866,0.0822199724739541,0.0608826078982386,0,0.117252192929225,0,0.0169183855295841,0,0.034064814416639,0,0.0169183855295841,0.0169183855295841,0.034064814416639,0.0169183855295841,0
1,0.102910381515127,0.0344114076430073,0,0,0,0,0,0,0.0687424107587771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347998595200405,0,0,0,0,0,0,0,0,0.0344114076430073,0.0687424107587771,0,0.0344114076430073,0,0.0344114076430073,0,0,0,0,0,0,0,0,0,0,0,0.00347998595200405,0.0039719791116698,0.0435903595178056,0.0538179505857766,0.128401290341201,0.146253614651346,0,0.0186098511915451,0.0483472771510928,0.0888927424936585,0,0,0,0.0344114076430073,0.0344114076430073,0,0.0344114076430073,0,0,0.0687424107587771,0.0435903595178056,0.0039719791116698,0,0.146253614651346,0.128401290341201,0.0538179505857766,0.0840115095375866,0.0888927424936585,0.0483472771510928,0.0186098511915451,0,0.0840115095375866,0,0.0687424107587771,0,0,0,0,0,0,0.0344114076430073,0.102910381515127
