Class,QSO11,QSO10,QSO13,QSO12,QSO15,QSO14,QSO17,QSO16,QSO19,QSO18,QSO_ex49,QSO_ex48,QSO_ex45,QSO_ex44,QSO_ex47,QSO_ex46,QSO_ex41,QSO50,QSO_ex43,QSO_ex42,QSO48,QSO49,QSO46,QSO47,QSO44,QSO45,QSO42,QSO43,QSO40,QSO41,QSO_ex38,QSO_ex39,QSO_ex30,QSO_ex31,QSO_ex32,QSO_ex33,QSO_ex34,QSO_ex35,QSO_ex36,QSO_ex37,QSO_ex4,QSO_ex5,QSO_ex6,QSO_ex7,QSO_ex1,QSO_ex2,QSO_ex3,QSO_ex8,QSO_ex9,QSO39,QSO38,QSO37,QSO36,QSO35,QSO34,QSO33,QSO32,QSO31,QSO30,QSO_ex29,QSO_ex28,QSO_ex23,QSO_ex22,QSO_ex21,QSO_ex20,QSO_ex27,QSO_ex26,QSO_ex25,QSO_ex40,QSO9,QSO8,QSO1,QSO3,QSO2,QSO5,QSO4,QSO7,QSO6,QSO28,QSO29,QSO20,QSO21,QSO22,QSO23,QSO24,QSO25,QSO26,QSO27,QSO_ex50,QSO_ex24,QSO_ex18,QSO_ex19,QSO_ex16,QSO_ex17,QSO_ex14,QSO_ex15,QSO_ex12,QSO_ex13,QSO_ex10,QSO_ex11
1,0,0.0188557648644518,0,0,0.0376981265419456,0.0376981265419456,0,0.0376981265419456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293565623988956,0.0243152063455807,0.0181210161356919,0,0,0,0,0,0.0188557648644518,0,0.0188557648644518,0,0,0.0376981265419456,0.0188557648644518,0,0,0,0,0,0,0,0,0,0.0181210161356919,0.0243152063455807,0.0293565623988956,0.0333446335100126,0.0567589308389492,0.11071032698219,0.109234395583525,0.0915846406407317,0.0188557648644518,0.0667366575654144,0.0868952943303958,0.0530710900022369,0,0,0,0,0.0188557648644518,0.0376981265419456,0,0.0188557648644518,0,0.0188557648644518,0.0567589308389492,0.0333446335100126,0.0188557648644518,0.0915846406407317,0.109234395583525,0.11071032698219,0.0732197306832982,0.0530710900022369,0.0868952943303958,0.0667366575654144,0,0.0732197306832982,0,0,0.0376981265419456,0,0.0376981265419456,0.0376981265419456,0,0,0.0188557648644518,0
1,0,0.0522573532402803,0,0,0.0175202070158859,0.0522573532402803,0.0175202070158859,0.0347689792988032,0,0.0175202070158859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018984718685427,0.00886576770050208,0.00622391963244284,0.00842080095217856,0.00596292932480809,0,0,0,0,0,0,0.0347689792988032,0,0.0175202070158859,0.0175202070158859,0,0,0,0,0,0,0,0.00596292932480809,0.00842080095217856,0.00622391963244284,0.00886576770050208,0.018984718685427,0.043778000755422,0.0541350241024241,0.110125544735264,0.116346716454798,0.09724075406505,0,0.0414282744207185,0.0617722492176816,0.0691942512405763,0,0,0,0,0.0175202070158859,0.0175202070158859,0,0,0.0347689792988032,0,0.0541350241024241,0.043778000755422,0,0.09724075406505,0.116346716454798,0.110125544735264,0.0941314876927956,0.0691942512405763,0.0617722492176816,0.0414282744207185,0,0.0941314876927956,0.0175202070158859,0,0.0347689792988032,0.0175202070158859,0.0522573532402803,0.0175202070158859,0,0,0.0522573532402803,0
1,0.0305534872857487,0.0305534872857487,0,0,0,0.0102416418913285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272232718931209,0.038234352478225,0.0105666067085814,0.031463611268676,0,0.0114934938614995,0,0,0.0305534872857487,0,0.0305534872857487,0.0102416418913285,0,0.0102416418913285,0,0.0102416418913285,0,0,0,0,0,0.0114934938614995,0,0.031463611268676,0.0105666067085814,0.038234352478225,0.0272232718931209,0.0642404107811625,0.0465263843714627,0.090110905348975,0.108059430863284,0.126129689129252,0,0.0285562340586659,0.0964442944026588,0.0921746177124621,0,0,0.0102416418913285,0,0,0.0102416418913285,0,0.0305534872857487,0.0102416418913285,0.0305534872857487,0.0465263843714627,0.0642404107811625,0,0.126129689129252,0.108059430863284,0.090110905348975,0.0640462130828563,0.0921746177124621,0.0964442944026588,0.0285562340586659,0,0.0640462130828563,0,0,0,0,0.0102416418913285,0,0,0,0.0305534872857487,0.0305534872857487
1,0,0.0263349094711657,0.0263349094711657,0,0.0263349094711657,0.0526333162923373,0.0263349094711657,0.0263349094711657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234976738928699,0.0146749464274668,0.00461796717257435,0,0,0,0,0,0,0,0,0,0.0526333162923373,0.0263349094711657,0.0526333162923373,0,0,0,0,0,0,0,0,0,0.00461796717257435,0.0146749464274668,0.0234976738928699,0.0423935757848051,0.048094865446193,0.0882349427947716,0.104840329418568,0.0985768221661722,0.0263349094711657,0.057544356945314,0.067766976367065,0.0476858057805032,0,0,0,0.0526333162923373,0.0526333162923373,0.0263349094711657,0,0,0,0,0.048094865446193,0.0423935757848051,0.0263349094711657,0.0985768221661722,0.104840329418568,0.0882349427947716,0.0587034277494262,0.0476858057805032,0.067766976367065,0.057544356945314,0,0.0587034277494262,0,0,0.0263349094711657,0.0263349094711657,0.0526333162923373,0.0263349094711657,0,0.0263349094711657,0.0263349094711657,0
1,0,0.0541699214652597,0.0271053589654618,0,0.0271053589654618,0.0271053589654618,0.0271053589654618,0.0271053589654618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020946935535541,0.0151038513140732,0.00475296420863483,0,0,0,0,0,0,0,0,0,0.0541699214652597,0.0271053589654618,0.0541699214652597,0,0,0,0,0,0,0,0,0,0.00475296420863483,0.0151038513140732,0.020946935535541,0.0402582296520079,0.0461631661886022,0.0891953241950954,0.0997343286233811,0.102034674621907,0.0271053589654618,0.0564170291967559,0.0667993767134023,0.0454247180655124,0,0,0,0.0541699214652597,0.0541699214652597,0.0271053589654618,0,0,0,0,0.0461631661886022,0.0402582296520079,0.0271053589654618,0.102034674621907,0.0997343286233811,0.0891953241950954,0.0598204907018464,0.0454247180655124,0.0667993767134023,0.0564170291967559,0,0.0598204907018464,0,0,0.0271053589654618,0.0271053589654618,0.0271053589654618,0.0271053589654618,0,0.0271053589654618,0.0541699214652597,0
1,0.0617822110534198,0,0,0,0.0155217532945439,0,0,0.0463048626514219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447790342021363,0.033952943956389,0.0328881347075513,0.031383690264385,0.000671999898845202,0,0,0,0,0,0.0155217532945439,0.0308052500960495,0.0155217532945439,0.0155217532945439,0,0.0308052500960495,0,0,0,0,0,0,0.000671999898845202,0.031383690264385,0.0328881347075513,0.033952943956389,0.0447790342021363,0.025063749742348,0.0485478053703978,0.0883907183269456,0.0880226048652871,0.109930929659874,0,0.0719773137586067,0.0432529968004769,0.0682656586205472,0,0,0.0308052500960495,0.0155217532945439,0,0.0155217532945439,0,0,0.0308052500960495,0.0155217532945439,0.0485478053703978,0.025063749742348,0,0.109930929659874,0.0880226048652871,0.0883907183269456,0.0797403420201511,0.0682656586205472,0.0432529968004769,0.0719773137586067,0,0.0797403420201511,0,0,0.0463048626514219,0,0,0.0155217532945439,0,0,0,0.0617822110534198
1,0.0274121308500207,0.0138111217557497,0,0,0.0274121308500207,0.0138111217557497,0.0138111217557497,0.0138111217557497,0.0138111217557497,0.0138111217557497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044233117708395,0.045220139161353,0.0423396727110842,0.0208189913562807,0.0021649966173923,0,0,0,0.0138111217557497,0.0138111217557497,0.0138111217557497,0,0,0.0138111217557497,0.0138111217557497,0,0,0,0,0,0,0,0.0021649966173923,0.0208189913562807,0.0423396727110842,0.045220139161353,0.044233117708395,0.0648687811963627,0.0642115304054482,0.0623430424921264,0.100796541480433,0.075576611403567,0,0.0575772476081943,0.0664489391670731,0.0803096725112501,0,0,0,0,0.0138111217557497,0.0138111217557497,0.0138111217557497,0.0138111217557497,0,0.0138111217557497,0.0642115304054482,0.0648687811963627,0,0.075576611403567,0.100796541480433,0.0623430424921264,0.0656693560714247,0.0803096725112501,0.0664489391670731,0.0575772476081943,0,0.0656693560714247,0.0138111217557497,0.0138111217557497,0.0138111217557497,0.0138111217557497,0.0138111217557497,0.0274121308500207,0,0,0.0138111217557497,0.0274121308500207
1,0.0128482929370948,0.0128482929370948,0.0128482929370948,0.0255004704115003,0.0128482929370948,0,0,0.0255004704115003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562455749902651,0.0447111703466066,0.0173732517612407,0.0165864787064373,0.011966428771666,0,0,0,0,0,0.0128482929370948,0,0.0255004704115003,0.0255004704115003,0,0,0,0,0,0,0,0,0.011966428771666,0.0165864787064373,0.0173732517612407,0.0447111703466066,0.0562455749902651,0.0323027573277333,0.0649574061761374,0.0413613892273944,0.120251292306504,0.122670073165659,0.0255004704115003,0.0658933824530454,0.029275632013058,0.0960311565376299,0,0,0,0.0255004704115003,0,0.0255004704115003,0,0,0,0.0128482929370948,0.0649574061761374,0.0323027573277333,0.0255004704115003,0.122670073165659,0.120251292306504,0.0413613892273944,0.08655983665833,0.0960311565376299,0.029275632013058,0.0658933824530454,0,0.08655983665833,0,0,0.0255004704115003,0,0,0.0128482929370948,0.0255004704115003,0.0128482929370948,0.0128482929370948,0.0128482929370948
1,0.00622891943860133,0.00622891943860133,0.0124573555388166,0.0124573555388166,0.00622891943860133,0,0.0124573555388166,0.0124573555388166,0.00622891943860133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00850879464667521,0.000373999982562126,0.0625073995018934,0.00607892511949651,0.0436123176941167,0.0391350025700303,0.0122583859301504,0.0293795425617969,0.0177761272812892,0.0104516194094758,0,0,0.00622891943860133,0,0.0124573555388166,0.0124573555388166,0,0.00622891943860133,0,0.000373999982562126,0.00850879464667521,0.0104516194094758,0.0177761272812892,0.0293795425617969,0.0122583859301504,0.0391350025700303,0.0436123176941167,0.00607892511949651,0.0625073995018934,0.0504740712434011,0.046447555093534,0.0590442423301391,0.0832012134428153,0.11606852464424,0.0124573555388166,0.0745713095872826,0.0550463001900975,0.0651246954789057,0,0,0.00622891943860133,0.0124573555388166,0,0.0124573555388166,0,0,0,0.00622891943860133,0.046447555093534,0.0504740712434011,0.0124573555388166,0.11606852464424,0.0832012134428153,0.0590442423301391,0.0937934983681404,0.0651246954789057,0.0550463001900975,0.0745713095872826,0,0.0937934983681404,0,0.00622891943860133,0.0124573555388166,0.0124573555388166,0,0.00622891943860133,0.0124573555388166,0.0124573555388166,0.00622891943860133,0.00622891943860133
1,0,0,0.0158966607479527,0,0.0158966607479527,0.0317852892318034,0.0158966607479527,0.0158966607479527,0.0158966607479527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393326977889715,0.0370849850121533,0.0197154449476891,0,0,0,0,0,0.0158966607479527,0,0.0317852892318034,0,0,0.0317852892318034,0,0,0,0,0,0,0,0,0,0,0.0197154449476891,0.0370849850121533,0.0393326977889715,0.0508291578909853,0.0687682878490261,0.0843471144134047,0.090084124523156,0.064883718062446,0.0158966607479527,0.0936051664860524,0.0910669943441591,0.0778044301567335,0,0,0,0,0,0.0317852892318034,0,0.0158966607479527,0,0.0317852892318034,0.0687682878490261,0.0508291578909853,0.0158966607479527,0.064883718062446,0.090084124523156,0.0843471144134047,0.0744579425643704,0.0778044301567335,0.0910669943441591,0.0936051664860524,0,0.0744579425643704,0,0.0158966607479527,0.0158966607479527,0.0158966607479527,0.0317852892318034,0.0158966607479527,0,0.0158966607479527,0,0
