Class,taugrant23,taugrant24,tausw8,tausw9,tausw6,tausw7,tausw4,tausw5,tausw2,tausw3,tausw1,taugrant26,taugrant30,tausw29,tausw28,taugrant25,tausw21,tausw20,tausw23,tausw22,tausw25,tausw24,tausw27,tausw26,taugrant15,taugrant14,taugrant17,taugrant16,taugrant11,taugrant10,taugrant13,taugrant12,taugrant19,taugrant18,taugrant9,taugrant8,taugrant5,taugrant4,taugrant7,taugrant6,taugrant1,taugrant3,taugrant2,tausw30,taugrant27,taugrant28,taugrant29,tausw18,tausw19,tausw14,tausw15,tausw16,tausw17,tausw10,tausw11,tausw12,tausw13,taugrant20,taugrant21,taugrant22
1,0,0,0.923307668213895,0.955285776986788,0.999249842946228,0.999457392404799,0.999690640804439,0.999535748892395,0.999887988479099,0.996297347637588,0.999802337920675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608792164283031,0.491472548800901,0,0,0.492230630705537,0.904604659258349,0.527734546665364,0.698312839037344,0,0,0.955285776986788,0.923307668213895,0.999535748892395,0.999690640804439,0.999457392404799,0.999249842946228,0.999802337920675,0.996297347637588,0.999887988479099,0,0,0,0,0,0,0.491472548800901,0.608792164283031,0,0,0.904604659258349,0.492230630705537,0.698312839037344,0.527734546665364,0,0,0
1,0,0,0.999598801178362,0.999998464805672,0.999997873118813,0.999887539560971,0.999983966989999,0.999999661537654,0.999999974147353,0.999732659250733,0.999999705754966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966020188479065,0.90405810642394,0.676156966990996,0.960007043706476,0.997021522955463,0.999879385750837,0.998605961128135,0.99977035310078,0.658409035955251,0.700865700179157,0.999998464805672,0.999598801178362,0.999999661537654,0.999983966989999,0.999887539560971,0.999997873118813,0.999999705754966,0.999732659250733,0.999999974147353,0,0,0,0,0.700865700179157,0.658409035955251,0.90405810642394,0.966020188479065,0.960007043706476,0.676156966990996,0.999879385750837,0.997021522955463,0.99977035310078,0.998605961128135,0,0,0
1,0,0,0.999985608315958,0.998600377715522,0.999992576474889,0.999819709833444,0.999979740018038,0.999999286335716,0.999999967591751,0.999988287555813,0.99999997627776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936031205020934,0.967841002140087,0.797970485209554,0.208880034838725,0.999282122648073,0.999029149787267,0.987952460194809,0.967137418246655,0.700865700179157,0.767411391467962,0.998600377715522,0.999985608315958,0.999999286335716,0.999979740018038,0.999819709833444,0.999992576474889,0.99999997627776,0.999988287555813,0.999999967591751,0,0,0,0,0.767411391467962,0.700865700179157,0.967841002140087,0.936031205020934,0.208880034838725,0.797970485209554,0.999029149787267,0.999282122648073,0.967137418246655,0.987952460194809,0,0,0
1,0,0,0.713854553039838,0.594113662577717,0.98880698155082,0.787570016649649,0.995900558948704,0.895296696112768,0.997900179221301,0.994894357125247,0.999842318228978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594113662577717,0.713854553039838,0.895296696112768,0.995900558948704,0.787570016649649,0.98880698155082,0.999842318228978,0.994894357125247,0.997900179221301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.999999719545114,0.999999778944698,0.999999999009541,0.99999999978553,0.999999999537721,0.999999999962805,0.999999999987036,0.999999999983052,0.999999999990004,0.999999999999951,0.999999999997796,0.999997940101502,0.999112672641851,0.999886862808279,0.999886862808279,0.99999614775609,0.999998720259787,0.999999924780314,0.999999719545114,0.999985608315958,0.99999614775609,0.999999778944698,0.999974449804626,0.999997940101502,0.999999959616835,0.999999999149207,0.999999855046508,0.999999973991771,0.999999999819782,0.999999999719614,0.999999999541405,0.99999999774215,0.999999994150168,0.999999994863289,0.99999999978553,0.999999999009541,0.999999999983052,0.999999999987036,0.999999999962805,0.999999999537721,0.999999999997796,0.999999999999951,0.999999999990004,0.999112672641851,0.999974449804626,0.999886862808279,0.999886862808279,0.999999994863289,0.999999994150168,0.999999999149207,0.999999959616835,0.999999973991771,0.999999855046508,0.999999999719614,0.999999999819782,0.99999999774215,0.999999999541405,0.999999924780314,0.999998720259787,0.999985608315958
1,0,0,0.979374336894261,0.925346225311741,0.960085354977035,0.944046178248191,0.992616822951971,0.998867603593402,0.996615491245241,0.99753628630592,0.999890644607577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561485495824257,0,0,0.949334593546256,0.738876268764288,0.667377749982307,0.7698665359089,0,0,0.925346225311741,0.979374336894261,0.998867603593402,0.992616822951971,0.944046178248191,0.960085354977035,0.999890644607577,0.99753628630592,0.996615491245241,0,0,0,0,0,0,0.561485495824257,0,0,0,0.738876268764288,0.949334593546256,0.7698665359089,0.667377749982307,0,0,0
1,0,0,0.662356262048423,0,0.733379049133259,0.732916554933575,0.908871768725021,0.480012099874386,0.993209656623673,0.992051998277927,0.993951118156194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662356262048423,0.480012099874386,0.908871768725021,0.732916554933575,0.733379049133259,0.993951118156194,0.992051998277927,0.993209656623673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.954045260179949,0.885351648202263,0.999409858331518,0.99739976585541,0.999977876360961,0.999947087940426,0.999994434120823,0.999987785159693,0.999579918947023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134185809930909,0.523391870606729,0,0.156698226776477,0.991596135376243,0.993603830790534,0.6863383649822,0.942391214738927,0,0,0.885351648202263,0.954045260179949,0.999947087940426,0.999977876360961,0.99739976585541,0.999409858331518,0.999579918947023,0.999987785159693,0.999994434120823,0,0,0,0,0,0,0.523391870606729,0.134185809930909,0.156698226776477,0,0.993603830790534,0.991596135376243,0.942391214738927,0.6863383649822,0,0,0
1,0,0,0.945443054823814,0.39016953754161,0.746498839755718,0.984860549714169,0.997986458359829,0.992208766160581,0.999135435974551,0.925776233392558,0.999957195795395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999966667999946,0.925202357869201,0,0,0,0,0.39016953754161,0.945443054823814,0.992208766160581,0.997986458359829,0.984860549714169,0.746498839755718,0.999957195795395,0.925776233392558,0.999135435974551,0,0,0,0,0,0,0,0,0,0,0.925202357869201,0.00999966667999946,0,0,0,0,0
1,0,0,0.956663467366079,0.953594123708712,0.998018386995363,0.988071620261381,0.999898241042204,0.985564957376276,0.99930193749578,0.999476573828775,0.999976834915748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160597544578297,0.601822679631432,0.0479631699422089,0.0738652205465518,0,0,0.953594123708712,0.956663467366079,0.985564957376276,0.999898241042204,0.988071620261381,0.998018386995363,0.999976834915748,0.999476573828775,0.99930193749578,0,0,0,0,0,0,0,0,0,0,0.601822679631432,0.160597544578297,0.0738652205465518,0.0479631699422089,0,0,0
1,0,0,0.818745477636619,0.104615819148651,0.856218253579928,0.455802364719462,0.97695809244932,0.982186513937943,0.997831972305467,0.890430416237241,0.999170980942789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917413131083875,0,0,0,0,0.104615819148651,0.818745477636619,0.982186513937943,0.97695809244932,0.455802364719462,0.856218253579928,0.999170980942789,0.890430416237241,0.997831972305467,0,0,0,0,0,0,0,0,0,0,0.0917413131083875,0,0,0,0,0,0
1,0,0,0.970856741367822,0.957001352634883,0.99803416113658,0.992876960130321,0.972584734055732,0.993914826524597,0.999270548453051,0.986426861129791,0.99786634800312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761594155955765,0.955110584333705,0,0,0,0,0.957001352634883,0.970856741367822,0.993914826524597,0.972584734055732,0.992876960130321,0.99803416113658,0.99786634800312,0.986426861129791,0.999270548453051,0,0,0,0,0,0,0,0,0,0,0.955110584333705,0.761594155955765,0,0,0,0,0
1,0,0,0.995142757527369,0.987538396890806,0.999462789990372,0.999790116462982,0.999972043666912,0.999681857735704,0.99998549272156,0.999864008859444,0.9992453301775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946390206817151,0.967841002140087,0,0.761594155955765,0.896284485189371,0.996533422946709,0.950891040579465,0.822015156726854,0,0,0.987538396890806,0.995142757527369,0.999681857735704,0.999972043666912,0.999790116462982,0.999462789990372,0.9992453301775,0.999864008859444,0.99998549272156,0,0,0,0,0,0,0.967841002140087,0.946390206817151,0.761594155955765,0,0.996533422946709,0.896284485189371,0.822015156726854,0.950891040579465,0,0,0
1,0,0,0.993816984094642,0.99968439232033,0.999902426206276,0.999954548991356,0.99999926900059,0.999999930145607,0.999984409684139,0.999999809735935,0.999999432969704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869980640679644,0.961845605369484,0.285812242722458,0.441425568100137,0.999574848685248,0.99939673530696,0.999252836462439,0.999609095897651,0.0039999786668032,0.14986272098117,0.99968439232033,0.993816984094642,0.999999930145607,0.99999926900059,0.999954548991356,0.999902426206276,0.999999432969704,0.999999809735935,0.999984409684139,0,0,0,0,0.14986272098117,0.0039999786668032,0.961845605369484,0.869980640679644,0.441425568100137,0.285812242722458,0.99939673530696,0.999574848685248,0.999609095897651,0.999252836462439,0,0,0
1,0,0,0.99963405803663,0.999999363227341,0.999996852349931,0.999934984530736,0.999983346016926,0.999999615319613,0.999999995025061,0.999598801178362,0.999999941535894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949136690398526,0.938342880725978,0.780637282687772,0.932861553437035,0.989601209509384,0.999889102950554,0.996477610086734,0.999322561372569,0.0479631699422089,0.069885890316429,0.999999363227341,0.99963405803663,0.999999615319613,0.999983346016926,0.999934984530736,0.999996852349931,0.999999941535894,0.999598801178362,0.999999995025061,0,0,0,0,0.069885890316429,0.0479631699422089,0.938342880725978,0.949136690398526,0.932861553437035,0.780637282687772,0.999889102950554,0.989601209509384,0.999322561372569,0.996477610086734,0,0,0
1,0,0,0.72447510292903,0.9501187321746,0.988118955603319,0.907822345925441,0.995314105792952,0.998122458425724,0.99968439232033,0.999917349868724,0.999975889542122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683151642310088,0.945760565596474,0,0,0,0,0.9501187321746,0.72447510292903,0.998122458425724,0.995314105792952,0.907822345925441,0.988118955603319,0.999975889542122,0.999917349868724,0.99968439232033,0,0,0,0,0,0,0,0,0,0,0.945760565596474,0.683151642310088,0,0,0,0,0
1,0,0,0.994514239085751,0.954669663508837,0.998572123655908,0.99819240315626,0.999929710488376,0.999083832187178,0.999807795169001,0.999840095336743,0.999977564455243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116469036156221,0.0599281035291435,0,0,0.56285342593048,0.982810980070304,0.163518753683673,0.283054952706864,0,0,0.954669663508837,0.994514239085751,0.999083832187178,0.999929710488376,0.99819240315626,0.998572123655908,0.999977564455243,0.999840095336743,0.999807795169001,0,0,0,0,0,0,0.0599281035291435,0.116469036156221,0,0,0.982810980070304,0.56285342593048,0.283054952706864,0.163518753683673,0,0,0
1,0,0,0.992483226482998,0.954669663508837,0.997589831532442,0.997410132576201,0.999934723956546,0.998847047760987,0.999792619754484,0.999764775560659,0.999964884585955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116469036156221,0.0599281035291435,0,0,0.56285342593048,0.982810980070304,0.163518753683673,0.283054952706864,0,0,0.954669663508837,0.992483226482998,0.998847047760987,0.999934723956546,0.997410132576201,0.997589831532442,0.999964884585955,0.999764775560659,0.999792619754484,0,0,0,0,0,0,0.0599281035291435,0.116469036156221,0,0,0.982810980070304,0.56285342593048,0.283054952706864,0.163518753683673,0,0,0
1,0,0,0.99977399780061,0.999114444738103,0.999873708264637,0.999949567665746,0.999962936257284,0.999970786143585,0.999899856148697,0.999984502945247,0.999996254122636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861723159313306,0.946181120187976,0.675613788141903,0.668485483829142,0.995515362697961,0.999211396737009,0.950602800502628,0.991940395259801,0.194490491748653,0.482317538195129,0.999114444738103,0.99977399780061,0.999970786143585,0.999962936257284,0.999949567665746,0.999873708264637,0.999996254122636,0.999984502945247,0.999899856148697,0,0,0,0,0.482317538195129,0.194490491748653,0.946181120187976,0.861723159313306,0.668485483829142,0.675613788141903,0.999211396737009,0.995515362697961,0.991940395259801,0.950602800502628,0,0,0
1,0,0,0.999990314277484,0.999667549326282,0.999517772210105,0.999267625874065,0.999996458125993,0.999997134747996,0.999999515841286,0.999609095897651,0.999999382046811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996384994701209,0.999290682658297,0.937136474328808,0.76493353344588,0.999031088607558,0.997451188324469,0.973955806837502,0.997496599580956,0.0599281035291435,0.718723748531732,0.999667549326282,0.999990314277484,0.999997134747996,0.999996458125993,0.999267625874065,0.999517772210105,0.999999382046811,0.999609095897651,0.999999515841286,0,0,0,0,0.718723748531732,0.0599281035291435,0.999290682658297,0.996384994701209,0.76493353344588,0.937136474328808,0.997451188324469,0.999031088607558,0.997496599580956,0.973955806837502,0,0,0
1,0,0,0.999634789055648,0.986291383828312,0.991988414974413,0.999838811072328,0.999958294338563,0.995142757527369,0.999996436810905,0.999995161255341,0.99984850055131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241154935854182,0.846592563980783,0.211747336863521,0.435772187335887,0.986372830512043,0.991114242784376,0.986534284884722,0.988283163628866,0,0,0.986291383828312,0.999634789055648,0.995142757527369,0.999958294338563,0.999838811072328,0.991988414974413,0.99984850055131,0.999995161255341,0.999996436810905,0,0,0,0,0,0,0.846592563980783,0.241154935854182,0.435772187335887,0.211747336863521,0.991114242784376,0.986372830512043,0.988283163628866,0.986534284884722,0,0,0
1,0,0,0.997531360035926,0.978499121031254,0.996793122462798,0.994347644952726,0.999924915045786,0.997945823898577,0.999920272236608,0.999986282795061,0.999872948284701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88556760938771,0.878692193368696,0.828395237256432,0.862237139204655,0.996442272452428,0.998492958202836,0.985391966199161,0.991892088896866,0.610049376046823,0.773104965688067,0.978499121031254,0.997531360035926,0.997945823898577,0.999924915045786,0.994347644952726,0.996793122462798,0.999872948284701,0.999986282795061,0.999920272236608,0,0,0,0,0.773104965688067,0.610049376046823,0.878692193368696,0.88556760938771,0.862237139204655,0.828395237256432,0.998492958202836,0.996442272452428,0.991892088896866,0.985391966199161,0,0,0
1,0,0,0.999993848754,0.995524302957447,0.999976788539756,0.999996939261557,0.999986951786676,0.897263460437669,0.999999993996077,0.999999970202842,0.99999924824337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807916468235825,0.958571434674198,0.855147029276965,0.962292141208449,0.999742626318257,0.923012116938811,0.997665647381383,0.998042001103426,0.127305500450736,0.442230356045726,0.995524302957447,0.999993848754,0.897263460437669,0.999986951786676,0.999996939261557,0.999976788539756,0.99999924824337,0.999999970202842,0.999999993996077,0,0,0,0,0.442230356045726,0.127305500450736,0.958571434674198,0.807916468235825,0.962292141208449,0.855147029276965,0.923012116938811,0.999742626318257,0.998042001103426,0.997665647381383,0,0,0
1,0,0,0.999815330932347,0.999525424641216,0.999983445640827,0.999750231910164,0.999987736202783,0.999991323194768,0.999431856727897,0.999935244064778,0.999952694144379,0,0,0,0,0,0.426000325504563,0.464473227049882,0,0.0917413131083875,0,0,0,0,0.981901805704285,0.992542897455596,0.929947289191647,0.974665820354119,0.99891415401906,0.997674955308644,0.998188787622185,0.99497519375477,0.590868906066742,0.759486275064498,0.999525424641216,0.999815330932347,0.999991323194768,0.999987736202783,0.999750231910164,0.999983445640827,0.999952694144379,0.999935244064778,0.999431856727897,0,0,0,0,0.759486275064498,0.590868906066742,0.992542897455596,0.981901805704285,0.974665820354119,0.929947289191647,0.997674955308644,0.99891415401906,0.99497519375477,0.998188787622185,0.464473227049882,0.426000325504563,0.0917413131083875
1,0,0,0.999814961258832,0.999964531676435,0.999945476572241,0.999807795169001,0.9999261068012,0.999987235710918,0.999985751514587,0.999998333614507,0.999992665024503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969745062227013,0.986480678978574,0.761594155955765,0.934019722364332,0.999737427707594,0.999983708400731,0.998177897611199,0.999821146272377,0,0,0.999964531676435,0.999814961258832,0.999987235710918,0.9999261068012,0.999807795169001,0.999945476572241,0.999992665024503,0.999998333614507,0.999985751514587,0,0,0,0,0,0,0.986480678978574,0.969745062227013,0.934019722364332,0.761594155955765,0.999983708400731,0.999737427707594,0.999821146272377,0.998177897611199,0,0,0
1,0,0,0.67724112293824,0.700865700179157,0.989518123279023,0.783742666475993,0.994822561769217,0.744722587418846,0.997862080995116,0.996297347637588,0.999852388484112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700865700179157,0.67724112293824,0.744722587418846,0.994822561769217,0.783742666475993,0.989518123279023,0.999852388484112,0.996297347637588,0.997862080995116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.926487626339307,0.98182992695647,0.989049205427538,0.989200626300185,0.999015469033287,0.965413686860189,0.996875298099342,0.995434094292994,0.999746711010964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521210268804237,0.839358946997504,0,0.608792164283031,0,0,0.98182992695647,0.926487626339307,0.965413686860189,0.999015469033287,0.989200626300185,0.989049205427538,0.999746711010964,0.995434094292994,0.996875298099342,0,0,0,0,0,0,0,0,0,0,0.839358946997504,0.521210268804237,0.608792164283031,0,0,0,0
1,0.746941248832629,0.635148952387287,0.999998296547819,0.999175938121237,0.999970786143585,0.999994758251543,0.999999781581508,0.999998436921996,0.999999720105463,0.999997484034867,0.999999990862261,0,0,0,0,0.644597499302746,0.920455418808578,0.96771418925059,0.746941248832629,0.769458916715509,0.644597499302746,0.635148952387287,0,0,0.996547237668526,0.994822561769217,0.999293513260439,0.999540367206489,0.999987438313121,0.999990562859511,0.999267625874065,0.998425221291236,0.992498188673438,0.951462610092348,0.999175938121237,0.999998296547819,0.999998436921996,0.999999781581508,0.999994758251543,0.999970786143585,0.999999990862261,0.999997484034867,0.999999720105463,0,0,0,0,0.951462610092348,0.992498188673438,0.994822561769217,0.996547237668526,0.999540367206489,0.999293513260439,0.999990562859511,0.999987438313121,0.998425221291236,0.999267625874065,0.96771418925059,0.920455418808578,0.769458916715509
1,0,0,0.882509109965916,0.989392254188759,0.999829186498278,0.999334642157963,0.99890105257557,0.995867699919909,0.999998823366788,0.999970610336127,0.999996987843605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629748957703126,0,0,0.990844869931725,0.996655795132385,0.439813860415465,0.842289021071082,0,0,0.989392254188759,0.882509109965916,0.995867699919909,0.99890105257557,0.999334642157963,0.999829186498278,0.999996987843605,0.999970610336127,0.999998823366788,0,0,0,0,0,0,0.629748957703126,0,0,0,0.996655795132385,0.990844869931725,0.842289021071082,0.439813860415465,0,0,0
1,0,0,0.0479631699422089,0.33193385350364,0.802643902071545,0.861723159313306,0.932731662988407,0.911106614783927,0.971872745913509,0.880277715376437,0.988000265545032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33193385350364,0.0479631699422089,0.911106614783927,0.932731662988407,0.861723159313306,0.802643902071545,0.988000265545032,0.880277715376437,0.971872745913509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.977364484197815,0.991695962872799,0.999231628393386,0.980945004751738,0.99587593923615,0.999734789162115,0.999973353856915,0.999937533744127,0.999935760029012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660669061981054,0,0,0.841122901632043,0.978328295451038,0.889807352700739,0.690023179133136,0,0,0.991695962872799,0.977364484197815,0.999734789162115,0.99587593923615,0.980945004751738,0.999231628393386,0.999935760029012,0.999937533744127,0.999973353856915,0,0,0,0,0,0,0.660669061981054,0,0,0,0.978328295451038,0.841122901632043,0.690023179133136,0.889807352700739,0,0,0
